Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,,
2003-01-03,43.79484939575195,59.01250076293945,61.04999923706055,58.5,60.0,4198040
2003-01-06,42.49610137939453,57.26250076293945,60.1875,56.875,59.92499923706055,4121520
2003-01-07,42.004459381103516,56.599998474121094,58.5,56.0625,58.0,2650800
2003-01-08,43.50724792480469,58.625,59.150001525878906,56.92499923706055,57.349998474121094,2648456
2003-01-09,43.93399429321289,59.20000076293945,60.150001525878906,58.45000076293945,59.0,2630400
2003-01-10,41.2437744140625,55.57500076293945,60.0,55.26250076293945,60.0,1702816
2003-01-13,41.661224365234375,56.13750076293945,56.75,54.25,56.224998474121094,2421496
2003-01-14,42.21782302856445,56.88750076293945,58.625,56.5,56.724998474121094,2239360
2003-01-15,43.061981201171875,58.025001525878906,58.625,57.025001525878906,57.349998474121094,2759760
2003-01-16,43.67422866821289,58.849998474121094,60.20000076293945,57.525001525878906,58.462501525878906,2842656
2003-01-17,42.6909294128418,57.525001525878906,59.0,57.275001525878906,58.125,1284144
2003-01-20,41.327274322509766,55.6875,57.474998474121094,55.275001525878906,57.25,928872
2003-01-21,40.25117111206055,54.23749923706055,56.5625,54.0,55.76250076293945,1147240
2003-01-22,40.427433013916016,54.474998474121094,55.75,54.07500076293945,54.70000076293945,1081352
2003-01-23,38.94319534301758,52.474998474121094,54.474998474121094,51.775001525878906,53.75,1001872
2003-01-24,37.55167770385742,50.599998474121094,53.474998474121094,49.88750076293945,52.625,1436848
2003-01-27,34.93568420410156,47.07500076293945,49.974998474121094,46.275001525878906,48.0,916832
2003-01-28,37.37543487548828,50.36249923706055,50.75,46.25,48.13750076293945,2043224
2003-01-29,36.31789016723633,48.9375,51.25,48.54999923706055,50.525001525878906,1370440
2003-01-30,36.87449645996094,49.6875,51.099998474121094,48.775001525878906,48.775001525878906,1203464
2003-01-31,35.98393630981445,48.48749923706055,50.11249923706055,48.17499923706055,48.75,1083040
2003-02-03,38.72981643676758,52.1875,52.474998474121094,48.625,48.8125,1566808
2003-02-04,37.51456832885742,50.54999923706055,53.474998474121094,50.01250076293945,52.25,1311144
2003-02-05,36.818843841552734,49.61249923706055,50.5,48.837501525878906,49.75,845080
2003-02-06,37.56097412109375,50.61249923706055,50.900001525878906,49.125,49.6875,946624
2003-02-07,37.19915771484375,50.125,51.912498474121094,49.5625,50.13750076293945,1023440
2003-02-10,35.965396881103516,48.462501525878906,50.224998474121094,48.29999923706055,49.5,449688
2003-02-11,35.640708923339844,48.025001525878906,49.73749923706055,47.75,48.5,701960
2003-02-12,35.1675910949707,47.38750076293945,48.75,47.025001525878906,48.525001525878906,459064
2003-02-13,35.1675910949707,47.38750076293945,47.38750076293945,47.38750076293945,47.38750076293945,0
2003-02-14,33.38648223876953,44.98749923706055,47.849998474121094,44.5625,45.63750076293945,790336
2003-02-17,35.510841369628906,47.849998474121094,48.0,45.787498474121094,46.25,795272
2003-02-18,35.29747009277344,47.5625,49.0,47.32500076293945,48.599998474121094,819688
2003-02-19,35.316017150878906,47.587501525878906,48.462501525878906,47.412498474121094,48.25,455960
2003-02-20,35.20470428466797,47.4375,47.73749923706055,45.82500076293945,46.400001525878906,542944
2003-02-21,34.592445373535156,46.61249923706055,47.95000076293945,46.42499923706055,47.5,494544
2003-02-24,34.805816650390625,46.900001525878906,47.73749923706055,46.5,47.73749923706055,326488
2003-02-25,33.989463806152344,45.79999923706055,47.0,45.38750076293945,45.38750076293945,264440
2003-02-26,33.395774841308594,45.0,46.95000076293945,44.650001525878906,46.275001525878906,422312
2003-02-27,33.90597915649414,45.6875,46.45000076293945,44.70000076293945,44.75,280480
2003-02-28,35.659278869628906,48.04999923706055,48.5,46.04999923706055,47.38750076293945,694688
2003-03-03,35.2696533203125,47.525001525878906,48.98749923706055,46.275001525878906,46.275001525878906,500896
2003-03-04,34.38836669921875,46.337501525878906,47.0,46.0,47.0,255760
2003-03-05,34.52750778198242,46.525001525878906,47.0,44.9375,45.82500076293945,471552
2003-03-06,33.59056854248047,45.26250076293945,46.900001525878906,45.0,46.900001525878906,265080
2003-03-07,32.65364074707031,44.0,45.974998474121094,43.8125,45.974998474121094,518664
2003-03-10,30.44580841064453,41.025001525878906,44.25,40.375,43.837501525878906,346400
2003-03-11,31.178665161132812,42.01250076293945,43.45000076293945,39.57500076293945,40.0,497168
2003-03-12,30.714820861816406,41.38750076293945,43.17499923706055,41.20000076293945,43.17499923706055,481872
2003-03-13,31.113725662231445,41.92499923706055,42.724998474121094,41.0,42.212501525878906,390112
2003-03-14,31.113725662231445,41.92499923706055,41.92499923706055,41.92499923706055,41.92499923706055,0
2003-03-17,31.020954132080078,41.79999923706055,43.0,40.275001525878906,40.775001525878906,373856
2003-03-18,31.020954132080078,41.79999923706055,41.79999923706055,41.79999923706055,41.79999923706055,0
2003-03-19,30.956031799316406,41.712501525878906,43.25,41.3125,42.875,374256
2003-03-20,31.70741844177246,42.724998474121094,43.0,41.0,41.875,537616
2003-03-21,31.70741844177246,42.724998474121094,42.724998474121094,42.724998474121094,42.724998474121094,0
2003-03-24,30.86324691772461,41.587501525878906,43.75,41.25,43.375,328920
2003-03-25,30.417966842651367,40.98749923706055,42.474998474121094,40.125,42.474998474121094,351496
2003-03-26,30.27883529663086,40.79999923706055,42.25,40.125,42.25,260264
2003-03-27,29.991260528564453,40.412498474121094,41.0,40.0,40.474998474121094,241056
2003-03-28,29.814990997314453,40.17499923706055,41.5,40.0,41.5,218000
2003-03-31,28.488445281982422,38.38750076293945,39.712501525878906,32.474998474121094,32.474998474121094,230712
2003-04-02,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-03,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-04,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-07,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-08,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-09,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-10,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-11,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-14,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-15,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-16,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-17,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-18,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-21,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-22,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-23,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-24,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-25,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-28,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-29,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-04-30,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-01,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-02,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-05,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-06,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-07,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-08,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-09,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-12,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-13,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-14,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-15,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-16,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-19,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-20,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-21,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-22,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-23,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-26,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-27,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-28,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-29,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-05-30,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-02,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-03,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-04,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-05,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-06,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-09,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-10,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-11,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-12,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-13,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-16,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-17,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-18,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-19,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-20,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-23,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-24,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-25,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-26,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-27,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-06-30,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-01,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-02,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-03,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-04,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-07,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-08,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-09,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-10,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-11,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-14,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-15,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-16,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-17,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-18,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-21,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-22,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-23,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-24,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-25,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-28,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-29,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-30,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-07-31,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-01,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-04,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-05,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-06,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-07,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-08,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-11,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-12,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-13,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-14,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-15,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-18,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-19,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-20,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-21,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-22,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-25,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-26,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-27,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-28,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-08-29,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-01,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-02,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-03,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-04,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-05,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-08,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-09,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-10,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-11,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-12,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-15,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-16,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-17,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-18,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-19,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-22,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-23,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-24,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-25,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-26,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-29,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-09-30,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-10-01,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
2003-10-02,28.488445281982422,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,0
